Season,T1TeamID,T1Score,T2TeamID,T2Score,Result,T1Seed,T2Seed,SeedDiff
2005,1163,77,1416,71,1,2,15,-13
2005,1181,57,1175,46,1,1,16,-15
2005,1196,67,1325,62,1,4,13,-9
2005,1210,80,1203,68,1,5,12,-7
2005,1235,64,1278,53,1,9,8,1
2005,1257,68,1418,62,1,4,13,-9
2005,1277,89,1330,81,1,5,12,-7
2005,1280,93,1390,70,1,9,8,1
2005,1301,75,1150,63,1,10,7,3
2005,1314,96,1324,68,1,1,16,-15
2005,1329,63,1368,50,1,2,15,-13
2005,1356,65,1388,56,1,7,10,-3
2005,1436,60,1393,57,1,13,4,9
2005,1437,55,1307,47,1,5,12,-7
2005,1458,57,1320,52,1,6,11,-5
2005,1112,85,1412,63,1,3,11,-8
2005,1228,71,1305,59,1,1,9,-8
2005,1246,69,1153,60,1,2,7,-5
2005,1403,71,1211,69,1,6,3,3
2005,1428,67,1328,58,1,6,3,3
2005,1449,97,1334,79,1,1,8,-7
2005,1452,111,1448,105,1,7,2,5
2005,1454,83,1130,75,1,12,4,8
2005,1181,63,1280,55,1,1,9,-8
2005,1257,76,1210,54,1,4,5,-1
2005,1277,72,1436,61,1,5,13,-8
2005,1301,65,1163,62,1,10,2,8
2005,1314,92,1235,65,1,1,9,-8
2005,1329,85,1356,77,1,2,7,-5
2005,1437,76,1196,65,1,5,4,1
2005,1458,71,1137,62,1,6,14,-8
2005,1112,79,1329,78,1,3,2,1
2005,1228,77,1454,63,1,1,12,-11
2005,1257,93,1449,79,1,4,1,3
2005,1452,65,1403,60,1,7,6,1
2005,1246,62,1428,52,1,2,6,-4
2005,1277,78,1181,68,1,5,1,4
2005,1314,67,1437,66,1,1,5,-4
2005,1458,65,1301,56,1,6,10,-4
2005,1228,90,1112,89,1,1,3,-2
2005,1257,93,1452,85,1,4,7,-3
2005,1277,94,1246,88,1,5,2,3
2005,1314,88,1458,82,1,1,6,-5
2005,1228,72,1257,57,1,1,4,-3
2005,1314,87,1277,71,1,1,5,-4
2005,1314,75,1228,70,1,1,1,0
2006,1284,71,1214,49,1,16,16,0
2006,1104,90,1266,85,1,10,7,3
2006,1130,88,1334,76,1,4,13,-9
2006,1181,70,1380,54,1,1,16,-15
2006,1196,76,1375,50,1,3,14,-11
2006,1203,88,1423,85,1,8,9,-1
2006,1211,79,1462,75,1,3,14,-11
2006,1228,78,1102,69,1,4,13,-9
2006,1231,87,1361,83,1,6,11,-5
2006,1261,80,1233,64,1,4,13,-9
2006,1285,87,1305,79,1,12,5,7
2006,1397,63,1457,61,1,2,15,-13
2006,1401,66,1393,58,1,12,5,7
2006,1417,78,1125,44,1,2,15,-13
2006,1449,75,1429,61,1,5,12,-7
2006,1454,82,1328,74,1,11,6,5
2006,1455,86,1371,66,1,7,10,-3
2006,1112,94,1458,75,1,8,9,-1
2006,1133,77,1242,73,1,13,4,9
2006,1137,59,1116,55,1,9,8,1
2006,1163,72,1107,59,1,1,16,-15
2006,1206,75,1277,65,1,11,6,5
2006,1207,54,1320,49,1,7,10,-3
2006,1246,69,1412,64,1,8,9,-1
2006,1272,94,1331,78,1,1,16,-15
2006,1301,58,1143,52,1,10,7,3
2006,1314,69,1293,65,1,3,14,-11
2006,1322,64,1234,63,1,14,3,11
2006,1326,70,1172,62,1,2,15,-13
2006,1338,79,1245,64,1,5,12,-7
2006,1400,60,1335,52,1,2,15,-13
2006,1437,58,1284,45,1,1,16,-15
2006,1452,64,1356,46,1,6,11,-5
2006,1130,69,1285,56,1,4,12,-8
2006,1181,74,1203,61,1,1,8,-7
2006,1196,82,1454,60,1,3,11,-8
2006,1211,90,1231,80,1,3,6,-3
2006,1261,58,1401,57,1,4,12,-8
2006,1417,62,1104,59,1,2,10,-8
2006,1449,67,1228,64,1,5,4,1
2006,1455,80,1397,73,1,7,2,5
2006,1133,72,1338,66,1,13,5,8
2006,1163,87,1246,83,1,1,8,-7
2006,1206,65,1314,60,1,11,3,8
2006,1207,70,1326,52,1,7,2,5
2006,1272,72,1137,56,1,1,9,-8
2006,1400,75,1301,54,1,2,10,-8
2006,1437,82,1112,78,1,1,8,-7
2006,1452,67,1322,54,1,6,14,-8
2006,1261,62,1181,54,1,4,1,3
2006,1272,80,1133,64,1,1,13,-12
2006,1400,74,1452,71,1,2,6,-4
2006,1417,73,1211,71,1,2,3,-1
2006,1163,98,1449,92,1,1,5,-4
2006,1196,57,1207,53,1,3,7,-4
2006,1206,63,1455,55,1,11,7,4
2006,1437,60,1130,59,1,1,4,-3
2006,1261,70,1400,60,1,4,2,2
2006,1417,50,1272,45,1,2,1,1
2006,1196,75,1437,62,1,3,1,2
2006,1206,86,1163,84,1,11,1,10
2006,1196,73,1206,58,1,3,11,-8
2006,1417,59,1261,45,1,2,4,-2
2006,1196,73,1417,57,1,3,2,1
2007,1310,77,1197,69,1,16,16,0
2007,1130,84,1403,75,1,7,10,-3
2007,1139,57,1330,46,1,5,12,-7
2007,1207,80,1125,55,1,2,15,-13
2007,1231,70,1211,57,1,7,10,-3
2007,1257,78,1390,58,1,6,11,-5
2007,1268,82,1172,70,1,4,13,-9
2007,1277,61,1266,49,1,9,8,1
2007,1314,86,1184,65,1,1,16,-15
2007,1326,78,1148,57,1,1,16,-15
2007,1338,79,1460,58,1,3,14,-11
2007,1401,68,1335,52,1,3,14,-11
2007,1417,70,1451,42,1,2,15,-13
2007,1433,79,1181,77,1,11,6,5
2007,1435,77,1203,44,1,6,11,-5
2007,1450,70,1331,54,1,3,14,-11
2007,1462,79,1140,77,1,9,8,1
2007,1196,112,1238,69,1,1,16,-15
2007,1242,107,1310,67,1,1,16,-15
2007,1246,67,1437,58,1,8,9,-1
2007,1272,73,1317,58,1,2,15,-13
2007,1305,77,1166,71,1,7,10,-3
2007,1332,58,1275,56,1,3,14,-11
2007,1345,72,1112,63,1,9,8,1
2007,1356,61,1221,51,1,4,13,-9
2007,1397,121,1253,86,1,5,12,-7
2007,1400,79,1308,67,1,4,13,-9
2007,1424,67,1210,63,1,7,10,-3
2007,1425,77,1116,60,1,5,12,-7
2007,1438,84,1107,57,1,4,13,-9
2007,1439,54,1228,52,1,5,12,-7
2007,1457,74,1323,64,1,11,6,5
2007,1458,76,1394,63,1,2,15,-13
2007,1139,62,1268,59,1,5,4,1
2007,1207,62,1130,55,1,2,7,-5
2007,1314,81,1277,67,1,1,9,-8
2007,1326,78,1462,71,1,1,9,-8
2007,1338,84,1433,79,1,3,11,-8
2007,1401,72,1257,69,1,3,6,-3
2007,1417,54,1231,49,1,2,7,-5
2007,1435,78,1450,74,1,6,3,3
2007,1196,74,1345,67,1,1,9,-8
2007,1242,88,1246,76,1,1,8,-7
2007,1272,78,1305,62,1,2,7,-5
2007,1332,75,1457,61,1,3,11,-8
2007,1356,63,1439,48,1,4,5,-1
2007,1397,77,1438,74,1,5,4,1
2007,1424,74,1458,68,1,7,2,5
2007,1425,87,1400,68,1,5,4,1
2007,1242,61,1356,58,1,1,4,-3
2007,1272,65,1401,64,1,2,3,-1
2007,1326,85,1397,84,1,1,5,-4
2007,1417,64,1338,55,1,2,3,-1
2007,1196,65,1139,57,1,1,5,-4
2007,1207,66,1435,65,1,2,6,-4
2007,1314,74,1425,64,1,1,5,-4
2007,1332,76,1424,72,1,3,7,-4
2007,1326,92,1272,76,1,1,2,-1
2007,1417,68,1242,55,1,2,1,1
2007,1196,85,1332,77,1,1,3,-2
2007,1207,96,1314,84,1,2,1,1
2007,1196,76,1417,66,1,1,2,-1
2007,1326,67,1207,60,1,1,2,-1
2007,1196,84,1326,75,1,1,1,0
2008,1291,69,1164,60,1,16,16,0
2008,1181,71,1125,70,1,2,15,-13
2008,1242,85,1340,61,1,1,16,-15
2008,1243,80,1425,67,1,11,6,5
2008,1266,74,1246,66,1,6,11,-5
2008,1277,72,1396,61,1,5,12,-7
2008,1323,68,1206,50,1,5,12,-7
2008,1338,82,1331,63,1,4,13,-9
2008,1345,90,1124,79,1,6,11,-5
2008,1390,77,1165,53,1,3,14,-11
2008,1401,67,1140,62,1,9,8,1
2008,1417,70,1290,29,1,1,16,-15
2008,1424,71,1245,58,1,8,9,-1
2008,1450,71,1457,40,1,4,13,-9
2008,1452,75,1112,65,1,7,10,-3
2008,1458,71,1168,56,1,3,14,-11
2008,1462,73,1208,61,1,3,14,-11
2008,1116,86,1231,72,1,9,8,1
2008,1139,81,1375,61,1,7,10,-3
2008,1172,82,1211,76,1,10,7,3
2008,1207,66,1420,47,1,2,15,-13
2008,1257,79,1129,61,1,3,14,-11
2008,1272,87,1426,63,1,1,16,-15
2008,1274,78,1388,64,1,7,10,-3
2008,1280,76,1332,69,1,8,9,-1
2008,1314,113,1291,74,1,1,16,-15
2008,1328,72,1386,64,1,6,11,-5
2008,1360,70,1163,69,1,13,4,9
2008,1373,83,1435,62,1,13,4,9
2008,1397,72,1110,57,1,2,15,-13
2008,1400,74,1122,54,1,2,15,-13
2008,1437,75,1155,69,1,12,5,7
2008,1443,101,1179,99,1,12,5,7
2008,1242,75,1424,56,1,1,8,-7
2008,1277,65,1338,54,1,5,4,1
2008,1390,82,1266,81,1,3,6,-3
2008,1417,51,1401,49,1,1,9,-8
2008,1450,61,1323,41,1,4,5,-1
2008,1452,73,1181,67,1,7,2,5
2008,1458,72,1243,55,1,3,11,-8
2008,1462,85,1345,78,1,3,6,-3
2008,1172,74,1207,70,1,10,2,8
2008,1257,78,1328,48,1,3,6,-3
2008,1272,77,1280,74,1,1,8,-7
2008,1314,108,1116,77,1,1,9,-8
2008,1397,76,1139,71,1,2,7,-5
2008,1400,75,1274,72,1,2,7,-5
2008,1437,84,1373,72,1,12,13,-1
2008,1443,72,1360,63,1,12,13,-1
2008,1257,79,1397,60,1,3,2,1
2008,1314,68,1450,47,1,1,4,-3
2008,1417,88,1443,78,1,1,12,-11
2008,1462,79,1452,75,1,3,7,-4
2008,1172,73,1458,56,1,10,3,7
2008,1242,72,1437,57,1,1,12,-11
2008,1272,92,1277,74,1,1,5,-4
2008,1400,82,1390,62,1,2,3,-1
2008,1314,83,1257,73,1,1,3,-2
2008,1417,76,1462,57,1,1,3,-2
2008,1242,59,1172,57,1,1,10,-9
2008,1272,85,1400,67,1,1,2,-1
2008,1242,84,1314,66,1,1,1,0
2008,1272,78,1417,63,1,1,1,0
2008,1242,75,1272,68,1,1,1,0
2009,1287,58,1106,43,1,16,16,0
2009,1163,103,1151,47,1,1,16,-15
2009,1181,86,1127,62,1,2,15,-13
2009,1211,77,1103,64,1,4,13,-9
2009,1261,75,1139,71,1,8,9,-1
2009,1268,84,1143,71,1,10,7,3
2009,1272,81,1169,70,1,2,15,-13
2009,1276,62,1155,59,1,10,7,3
2009,1314,101,1347,58,1,1,16,-15
2009,1328,82,1288,54,1,2,15,-13
2009,1345,61,1320,56,1,5,12,-7
2009,1400,76,1278,62,1,7,10,-3
2009,1401,79,1140,66,1,9,8,1
2009,1417,65,1433,64,1,6,11,-5
2009,1437,80,1110,67,1,3,14,-11
2009,1443,76,1228,72,1,12,5,7
2009,1449,71,1280,58,1,4,13,-9
2009,1112,84,1428,71,1,12,5,7
2009,1113,66,1396,57,1,6,11,-5
2009,1156,84,1448,69,1,13,4,9
2009,1173,68,1452,60,1,11,6,5
2009,1242,84,1295,74,1,3,14,-11
2009,1257,74,1287,54,1,1,16,-15
2009,1266,58,1429,57,1,6,11,-5
2009,1277,77,1352,62,1,2,15,-13
2009,1281,78,1165,59,1,3,14,-11
2009,1329,77,1397,75,1,8,9,-1
2009,1338,72,1190,62,1,1,16,-15
2009,1373,74,1326,72,1,9,8,1
2009,1393,59,1372,44,1,3,14,-11
2009,1425,72,1130,55,1,10,7,3
2009,1458,61,1199,59,1,12,5,7
2009,1462,77,1340,59,1,4,13,-9
2009,1163,92,1401,66,1,1,9,-8
2009,1181,74,1400,69,1,2,7,-5
2009,1211,83,1443,81,1,4,12,-8
2009,1272,89,1268,70,1,2,10,-8
2009,1314,84,1261,70,1,1,8,-7
2009,1328,73,1276,63,1,2,10,-8
2009,1345,76,1449,74,1,5,4,1
2009,1437,89,1417,69,1,3,6,-3
2009,1112,71,1156,57,1,12,13,-1
2009,1242,60,1173,43,1,3,11,-8
2009,1257,79,1373,72,1,1,9,-8
2009,1277,74,1425,69,1,2,10,-8
2009,1281,83,1266,79,1,3,6,-3
2009,1338,84,1329,76,1,1,8,-7
2009,1393,78,1113,67,1,3,6,-3
2009,1462,60,1458,49,1,4,12,-8
2009,1163,72,1345,60,1,1,5,-4
2009,1281,102,1272,91,1,3,2,1
2009,1338,60,1462,55,1,1,4,-3
2009,1437,77,1181,54,1,3,2,1
2009,1257,103,1112,64,1,1,12,-11
2009,1277,67,1242,62,1,2,3,-1
2009,1314,98,1211,77,1,1,4,-3
2009,1328,84,1393,71,1,2,3,-1
2009,1163,82,1281,75,1,1,3,-2
2009,1437,78,1338,76,1,3,1,2
2009,1277,64,1257,52,1,2,1,1
2009,1314,72,1328,60,1,1,2,-1
2009,1277,82,1163,73,1,2,1,1
2009,1314,83,1437,69,1,1,3,-2
2009,1314,89,1277,72,1,1,2,-1
2010,1115,61,1457,44,1,16,16,0
2010,1124,68,1358,59,1,3,14,-11
2010,1139,77,1431,59,1,5,12,-7
2010,1140,99,1196,92,1,7,10,-3
2010,1242,90,1250,74,1,1,16,-15
2010,1243,82,1317,62,1,2,15,-13
2010,1246,100,1190,71,1,1,16,-15
2010,1293,66,1435,65,1,13,4,9
2010,1307,62,1285,57,1,3,14,-11
2010,1320,69,1424,66,1,9,8,1
2010,1325,97,1207,83,1,14,3,11
2010,1330,51,1323,50,1,11,6,5
2010,1388,80,1350,71,1,10,7,3
2010,1397,62,1361,59,1,6,11,-5
2010,1437,73,1352,70,1,2,15,-13
2010,1448,81,1400,80,1,9,8,1
2010,1449,80,1266,78,1,11,6,5
2010,1143,77,1257,62,1,8,9,-1
2010,1165,78,1396,65,1,12,5,7
2010,1181,73,1115,44,1,1,16,-15
2010,1210,64,1329,59,1,10,7,3
2010,1211,67,1199,60,1,8,9,-1
2010,1268,89,1222,77,1,4,13,-9
2010,1277,70,1308,67,1,5,12,-7
2010,1281,86,1155,78,1,10,7,3
2010,1326,68,1364,51,1,2,15,-13
2010,1338,89,1324,66,1,3,14,-11
2010,1345,72,1373,64,1,4,13,-9
2010,1393,79,1436,56,1,1,16,-15
2010,1401,69,1429,53,1,5,12,-7
2010,1452,77,1288,50,1,2,15,-13
2010,1458,53,1459,49,1,4,13,-9
2010,1462,65,1278,54,1,6,11,-5
2010,1124,76,1330,68,1,3,11,-8
2010,1139,54,1293,52,1,5,13,-8
2010,1243,84,1140,72,1,2,7,-5
2010,1246,90,1448,60,1,1,9,-8
2010,1320,69,1242,67,1,9,1,8
2010,1388,75,1437,68,1,10,2,8
2010,1397,83,1325,68,1,6,14,-8
2010,1449,82,1307,64,1,11,3,8
2010,1165,87,1458,69,1,12,4,8
2010,1181,68,1143,53,1,1,8,-7
2010,1277,85,1268,83,1,5,4,1
2010,1326,75,1210,66,1,2,10,-8
2010,1345,63,1401,61,1,4,5,-1
2010,1393,87,1211,65,1,1,8,-7
2010,1452,68,1281,59,1,2,10,-8
2010,1462,71,1338,68,1,6,3,3
2010,1139,63,1393,59,1,5,1,4
2010,1243,101,1462,96,1,2,6,-4
2010,1246,62,1165,45,1,1,12,-11
2010,1452,69,1449,56,1,2,11,-9
2010,1124,72,1388,49,1,3,10,-7
2010,1181,70,1345,57,1,1,4,-3
2010,1277,59,1320,52,1,5,9,-4
2010,1397,76,1326,73,1,6,2,4
2010,1139,63,1243,56,1,5,2,3
2010,1452,73,1246,66,1,2,1,1
2010,1181,78,1124,71,1,1,3,-2
2010,1277,70,1397,69,1,5,6,-1
2010,1139,52,1277,50,1,5,5,0
2010,1181,78,1452,57,1,1,2,-1
2010,1181,61,1139,59,1,1,5,-4
2011,1155,70,1412,52,1,12,12,0
2011,1421,81,1114,77,1,16,16,0
2011,1427,70,1106,61,1,16,16,0
2011,1433,59,1425,46,1,11,11,0
2011,1139,60,1330,58,1,8,9,-1
2011,1140,74,1459,66,1,3,14,-11
2011,1153,78,1281,63,1,6,11,-5
2011,1163,81,1137,52,1,3,14,-11
2011,1196,79,1364,51,1,2,15,-13
2011,1211,86,1385,71,1,11,6,5
2011,1243,73,1429,68,1,5,12,-7
2011,1246,59,1343,57,1,4,13,-9
2011,1287,62,1257,61,1,13,4,9
2011,1338,74,1421,51,1,1,16,-15
2011,1350,69,1435,66,1,12,5,7
2011,1361,68,1294,50,1,2,15,-13
2011,1396,66,1336,64,1,7,10,-3
2011,1417,78,1277,76,1,7,10,-3
2011,1452,84,1155,76,1,5,12,-7
2011,1458,72,1125,58,1,4,13,-9
2011,1112,77,1272,75,1,5,12,-7
2011,1181,87,1214,45,1,1,16,-15
2011,1199,57,1401,50,1,10,7,3
2011,1206,61,1437,57,1,8,9,-1
2011,1228,73,1424,62,1,9,8,1
2011,1242,72,1131,53,1,1,16,-15
2011,1266,66,1462,55,1,11,6,5
2011,1276,75,1397,45,1,8,9,-1
2011,1314,102,1254,87,1,2,15,-13
2011,1323,69,1103,56,1,2,15,-13
2011,1326,75,1427,46,1,1,16,-15
2011,1345,65,1389,43,1,3,14,-11
2011,1393,77,1232,60,1,3,14,-11
2011,1400,85,1324,81,1,4,13,-9
2011,1433,74,1207,56,1,11,6,5
2011,1449,68,1208,65,1,7,10,-3
2011,1139,71,1338,70,1,8,1,7
2011,1140,89,1211,67,1,3,11,-8
2011,1163,69,1153,58,1,3,6,-3
2011,1196,73,1417,65,1,2,7,-5
2011,1246,71,1452,63,1,4,5,-1
2011,1350,65,1287,48,1,12,13,-1
2011,1361,71,1396,64,1,2,7,-5
2011,1458,70,1243,65,1,4,5,-1
2011,1112,70,1400,69,1,5,4,1
2011,1181,73,1276,71,1,1,8,-7
2011,1199,71,1323,57,1,10,2,8
2011,1242,73,1228,59,1,1,9,-8
2011,1266,66,1393,62,1,11,3,8
2011,1314,86,1449,83,1,2,7,-5
2011,1326,98,1206,66,1,1,8,-7
2011,1433,94,1345,76,1,11,3,8
2011,1112,93,1181,77,1,5,1,4
2011,1139,61,1458,54,1,8,4,4
2011,1163,74,1361,67,1,3,2,1
2011,1196,83,1140,74,1,2,3,-1
2011,1242,77,1350,57,1,1,12,-11
2011,1246,62,1326,60,1,4,1,3
2011,1314,81,1266,63,1,2,11,-9
2011,1433,72,1199,71,1,11,10,1
2011,1139,74,1196,71,1,8,2,6
2011,1163,65,1112,63,1,3,5,-2
2011,1246,76,1314,69,1,4,2,2
2011,1433,71,1242,61,1,11,1,10
2011,1139,70,1433,62,1,8,11,-3
2011,1163,56,1246,55,1,3,4,-1
2011,1163,53,1139,41,1,3,8,-5
2012,1140,78,1233,72,1,14,14,0
2012,1443,59,1290,58,1,16,16,0
2012,1378,65,1143,54,1,12,12,0
2012,1436,71,1249,59,1,16,16,0
2012,1124,68,1355,60,1,3,14,-11
2012,1160,68,1424,64,1,11,6,5
2012,1211,77,1452,54,1,7,10,-3
2012,1231,79,1308,66,1,4,13,-9
2012,1235,77,1163,64,1,8,9,-1
2012,1243,70,1379,64,1,8,9,-1
2012,1246,81,1443,66,1,1,16,-15
2012,1257,69,1172,62,1,4,13,-9
2012,1266,88,1140,68,1,3,14,-11
2012,1293,58,1161,41,1,6,11,-5
2012,1307,75,1253,68,1,5,12,-7
2012,1326,78,1259,59,1,2,15,-13
2012,1393,72,1421,65,1,1,16,-15
2012,1433,62,1455,59,1,12,5,7
2012,1435,79,1217,70,1,5,12,-7
2012,1458,73,1285,49,1,4,13,-9
2012,1153,65,1400,59,1,6,11,-5
2012,1166,58,1104,57,1,8,9,-1
2012,1196,71,1438,45,1,7,10,-3
2012,1199,66,1382,63,1,3,14,-11
2012,1207,74,1125,59,1,3,14,-11
2012,1242,65,1178,50,1,2,15,-13
2012,1250,75,1181,70,1,15,2,13
2012,1277,89,1254,67,1,1,16,-15
2012,1301,79,1361,65,1,11,6,5
2012,1313,86,1281,84,1,15,2,13
2012,1314,77,1436,58,1,1,16,-15
2012,1325,65,1276,60,1,13,4,9
2012,1345,72,1388,69,1,10,7,3
2012,1378,58,1396,44,1,12,5,7
2012,1387,61,1272,54,1,9,8,1
2012,1462,67,1323,63,1,10,7,3
2012,1124,80,1160,63,1,3,11,-8
2012,1231,63,1433,61,1,4,12,-8
2012,1246,87,1235,71,1,1,8,-7
2012,1257,59,1307,56,1,4,5,-1
2012,1266,62,1293,53,1,3,6,-3
2012,1326,73,1211,66,1,2,7,-5
2012,1393,75,1243,59,1,1,8,-7
2012,1458,60,1435,57,1,4,5,-1
2012,1153,62,1199,56,1,6,3,3
2012,1196,84,1313,50,1,7,15,-8
2012,1242,63,1345,60,1,2,10,-8
2012,1277,65,1387,61,1,1,9,-8
2012,1301,66,1207,63,1,11,3,8
2012,1314,87,1166,73,1,1,8,-7
2012,1325,62,1378,56,1,13,12,1
2012,1462,70,1250,58,1,10,15,-5
2012,1196,68,1266,58,1,7,3,4
2012,1257,57,1277,44,1,4,1,3
2012,1326,81,1153,66,1,2,6,-4
2012,1393,64,1458,63,1,1,4,-3
2012,1124,75,1462,70,1,3,10,-7
2012,1242,60,1301,57,1,2,11,-9
2012,1246,102,1231,90,1,1,4,-3
2012,1314,73,1325,65,1,1,13,-12
2012,1257,72,1196,68,1,4,7,-3
2012,1326,77,1393,70,1,2,1,1
2012,1242,80,1314,67,1,2,1,1
2012,1246,82,1124,70,1,1,3,-2
2012,1242,64,1326,62,1,2,2,0
2012,1246,69,1257,61,1,1,4,-3
2012,1246,67,1242,59,1,1,2,-1
2013,1299,73,1251,72,1,16,16,0
2013,1388,67,1292,54,1,11,11,0
2013,1241,68,1254,55,1,16,16,0
2013,1247,80,1129,71,1,13,13,0
2013,1112,81,1125,64,1,6,11,-5
2013,1139,68,1137,56,1,6,11,-5
2013,1143,64,1424,61,1,12,5,7
2013,1161,84,1281,72,1,8,9,-1
2013,1211,64,1380,58,1,1,16,-15
2013,1217,68,1307,62,1,14,3,11
2013,1257,79,1299,48,1,1,16,-15
2013,1266,59,1172,58,1,3,14,-11
2013,1272,54,1388,52,1,6,11,-5
2013,1276,71,1355,56,1,4,13,-9
2013,1277,65,1434,54,1,3,14,-11
2013,1332,68,1329,55,1,12,5,7
2013,1387,64,1308,44,1,4,13,-9
2013,1393,81,1285,34,1,4,13,-9
2013,1433,88,1103,42,1,5,12,-7
2013,1455,73,1338,55,1,9,8,1
2013,1166,67,1153,63,1,7,10,-3
2013,1181,73,1107,61,1,2,15,-13
2013,1195,78,1207,68,1,15,2,13
2013,1196,79,1322,47,1,3,14,-11
2013,1228,57,1160,49,1,7,10,-3
2013,1231,83,1241,62,1,1,16,-15
2013,1235,76,1323,58,1,10,7,3
2013,1242,64,1443,57,1,1,16,-15
2013,1247,63,1243,61,1,13,4,9
2013,1274,78,1334,49,1,2,15,-13
2013,1278,83,1417,63,1,11,6,5
2013,1279,57,1458,46,1,12,5,7
2013,1314,78,1437,71,1,8,9,-1
2013,1326,95,1233,70,1,2,15,-13
2013,1361,70,1328,55,1,7,10,-3
2013,1396,76,1301,72,1,9,8,1
2013,1112,74,1217,51,1,6,14,-8
2013,1257,82,1161,56,1,1,8,-7
2013,1266,74,1139,72,1,3,6,-3
2013,1276,78,1433,53,1,4,5,-1
2013,1277,70,1272,48,1,3,6,-3
2013,1332,74,1387,57,1,12,4,8
2013,1393,66,1143,60,1,4,12,-8
2013,1455,76,1211,70,1,9,1,8
2013,1181,66,1166,50,1,2,7,-5
2013,1195,81,1361,71,1,15,7,8
2013,1196,78,1278,64,1,3,11,-8
2013,1231,58,1396,52,1,1,9,-8
2013,1242,70,1314,58,1,1,8,-7
2013,1247,76,1279,74,1,13,12,1
2013,1274,63,1228,59,1,2,7,-5
2013,1326,78,1235,75,1,2,10,-8
2013,1266,71,1274,61,1,3,2,1
2013,1326,73,1112,70,1,2,6,-4
2013,1393,61,1231,50,1,4,1,3
2013,1455,72,1247,58,1,9,13,-4
2013,1181,71,1277,61,1,2,3,-1
2013,1196,62,1195,50,1,3,15,-12
2013,1257,77,1332,69,1,1,12,-11
2013,1276,87,1242,85,1,4,1,3
2013,1393,55,1266,39,1,4,3,1
2013,1455,70,1326,66,1,9,2,7
2013,1257,85,1181,63,1,1,2,-1
2013,1276,79,1196,59,1,4,3,1
2013,1257,72,1455,68,1,1,9,-8
2013,1276,61,1393,56,1,4,4,0
2013,1257,82,1276,76,1,1,4,-3
2014,1107,71,1291,64,1,16,16,0
2014,1301,74,1462,59,1,12,12,0
2014,1142,81,1411,69,1,16,16,0
2014,1397,78,1234,65,1,11,11,0
2014,1163,89,1386,81,1,7,10,-3
2014,1173,60,1326,59,1,11,6,5
2014,1196,67,1107,55,1,1,16,-15
2014,1217,61,1153,57,1,12,5,7
2014,1257,71,1264,64,1,4,13,-9
2014,1276,57,1459,40,1,2,15,-13
2014,1277,93,1174,78,1,4,13,-9
2014,1295,80,1328,75,1,12,5,7
2014,1332,87,1140,68,1,7,10,-3
2014,1338,77,1160,48,1,9,8,1
2014,1361,73,1308,69,1,4,13,-9
2014,1387,83,1301,80,1,5,12,-7
2014,1393,77,1444,53,1,3,14,-11
2014,1400,87,1113,85,1,7,10,-3
2014,1437,73,1454,53,1,2,15,-13
2014,1458,75,1110,35,1,2,15,-13
2014,1112,68,1451,59,1,1,16,-15
2014,1124,74,1304,60,1,6,11,-5
2014,1166,76,1418,66,1,3,14,-11
2014,1211,85,1329,77,1,8,9,-1
2014,1235,93,1300,75,1,3,14,-11
2014,1242,80,1184,69,1,2,15,-13
2014,1246,56,1243,49,1,8,9,-1
2014,1272,71,1203,66,1,8,9,-1
2014,1273,78,1181,71,1,14,3,11
2014,1314,79,1344,77,1,6,11,-5
2014,1372,77,1433,75,1,12,5,7
2014,1390,58,1307,53,1,10,7,3
2014,1397,86,1269,67,1,11,6,5
2014,1417,76,1409,59,1,4,13,-9
2014,1438,70,1157,59,1,1,16,-15
2014,1455,64,1142,37,1,1,16,-15
2014,1163,77,1437,65,1,7,2,5
2014,1173,55,1393,53,1,11,3,8
2014,1196,61,1338,45,1,1,9,-8
2014,1257,66,1387,51,1,4,5,-1
2014,1276,79,1400,65,1,2,7,-5
2014,1277,80,1217,73,1,4,12,-8
2014,1361,63,1295,44,1,4,12,-8
2014,1458,85,1332,77,1,2,7,-5
2014,1112,84,1211,61,1,1,8,-7
2014,1124,85,1166,55,1,6,3,3
2014,1235,85,1314,83,1,3,6,-3
2014,1246,78,1455,76,1,8,1,7
2014,1390,60,1242,57,1,10,2,8
2014,1397,83,1273,63,1,11,14,-3
2014,1417,77,1372,60,1,4,12,-8
2014,1438,78,1272,60,1,1,8,-7
2014,1112,70,1361,64,1,1,4,-3
2014,1173,82,1390,72,1,11,10,1
2014,1196,79,1417,68,1,1,4,-3
2014,1458,69,1124,52,1,2,6,-4
2014,1163,81,1235,76,1,7,3,4
2014,1246,74,1257,69,1,8,4,4
2014,1276,73,1397,71,1,2,11,-9
2014,1277,61,1438,59,1,4,1,3
2014,1196,62,1173,52,1,1,11,-10
2014,1458,64,1112,63,1,2,1,1
2014,1163,60,1277,54,1,7,4,3
2014,1246,75,1276,72,1,8,2,6
2014,1163,63,1196,53,1,7,1,6
2014,1246,74,1458,73,1,8,2,6
2014,1163,60,1246,54,1,7,8,-1
2015,1214,74,1264,64,1,16,16,0
2015,1279,94,1140,90,1,11,11,0
2015,1173,56,1129,55,1,11,11,0
2015,1352,81,1316,77,1,16,16,0
2015,1112,93,1411,72,1,2,15,-13
2015,1116,56,1459,53,1,5,12,-7
2015,1139,56,1400,48,1,6,11,-5
2015,1153,66,1345,65,1,8,9,-1
2015,1207,84,1186,74,1,4,13,-9
